accuracy,loss,val_accuracy,val_loss,learning_rate,epoch,lr
0.7868382334709167,0.6282860040664673,0.9841176271438599,0.05434354022145271,0.0010000000474974513,1,
0.945588231086731,0.17145651578903198,0.9861764907836914,0.04642057046294212,0.0010000000474974513,2,
0.965147078037262,0.11253567039966583,0.9920588135719299,0.027555081993341446,0.0010000000474974513,3,
0.9716911911964417,0.08842512220144272,0.9938235282897949,0.019371841102838516,0.0010000000474974513,4,
0.9790441393852234,0.06857472658157349,0.9950000047683716,0.015977676957845688,0.0010000000474974513,5,
0.982205867767334,0.05621875077486038,0.9967647194862366,0.013462127186357975,0.0010000000474974513,6,
0.9850000143051147,0.049461785703897476,0.99647057056427,0.013678104616701603,0.0010000000474974513,7,
0.9858088493347168,0.04801909998059273,0.9970588088035583,0.009134329855442047,0.0010000000474974513,8,
0.9884558916091919,0.03545420616865158,0.9955882430076599,0.013839048333466053,0.0010000000474974513,9,
0.9874264597892761,0.04092451184988022,0.994705855846405,0.018695663660764694,0.0010000000474974513,10,
0.9908823370933533,0.030386028811335564,0.9967647194862366,0.01238490641117096,0.0010000000474974513,11,
0.9938235282897949,0.02023492194712162,0.9973529577255249,0.011203239671885967,0.0005000000237487257,12,
0.9941911697387695,0.019784996286034584,0.9970588088035583,0.01206197589635849,0.0005000000237487257,13,
0.9943382143974304,0.018891409039497375,0.9973529577255249,0.009782779030501842,0.0005000000237487257,14,
0.9945588111877441,0.017572060227394104,0.9973529577255249,0.01084133516997099,0.0005000000237487257,15,
0.995441198348999,0.012822744436562061,0.9976470470428467,0.007916738279163837,0.0002500000118743628,16,
0.9957352876663208,0.013893520459532738,0.9973529577255249,0.01003467757254839,0.0002500000118743628,17,
0.9955146908760071,0.013573957607150078,0.9976470470428467,0.007462748326361179,0.0002500000118743628,18,
0.995441198348999,0.015809722244739532,0.998235285282135,0.007448539137840271,0.0002500000118743628,19,
0.9957352876663208,0.012176096439361572,0.9976470470428467,0.009999839588999748,0.0002500000118743628,20,
0.9952940940856934,0.01401719730347395,0.998235285282135,0.008373514749109745,0.0002500000118743628,21,
0.9969117641448975,0.010943266563117504,0.998235285282135,0.007160751614719629,0.0002500000118743628,22,
0.9968382120132446,0.010529211722314358,0.998235285282135,0.007918254472315311,0.0001250000059371814,23,
0.9976470470428467,0.007156772539019585,0.9985294342041016,0.006768569350242615,0.0001250000059371814,24,
0.9977940917015076,0.009122032672166824,0.9991176724433899,0.006494560744613409,0.0001250000059371814,25,
0.9976470470428467,0.007671891711652279,0.9991176724433899,0.00697222538292408,0.0001250000059371814,26,
0.9977205991744995,0.007492197677493095,0.9985294342041016,0.008586820214986801,0.0001250000059371814,27,
0.9975000023841858,0.008150340989232063,0.9985294342041016,0.008483894169330597,0.0001250000059371814,28,
0.9980882406234741,0.006199984811246395,0.998235285282135,0.007119258865714073,6.25000029685907e-05,29,
0.9983088374137878,0.0059415134601294994,0.9985294342041016,0.008106062188744545,6.25000029685907e-05,30,
0.9972794055938721,0.00810614600777626,0.9985294342041016,0.006558297201991081,6.25000029685907e-05,31,
0.998235285282135,0.006606339942663908,0.9988235235214233,0.006748308427631855,3.125000148429535e-05,32,
0.9986029267311096,0.004752587527036667,0.9988235235214233,0.006887329742312431,3.125000148429535e-05,33,
0.997426450252533,0.007525351829826832,0.9991176724433899,0.006311741657555103,3.125000148429535e-05,34,
0.9980882406234741,0.005623497534543276,0.9988235235214233,0.006700695492327213,1.5625000742147677e-05,35,
0.9980882406234741,0.006861704867333174,0.9988235235214233,0.0072603547014296055,1.5625000742147677e-05,36,
0.9978676438331604,0.005877295043319464,0.9988235235214233,0.006985833402723074,1.5625000742147677e-05,37,
0.9980146884918213,0.005781165789812803,0.9988235235214233,0.0069700926542282104,7.812500371073838e-06,38,
0.9978676438331604,0.0062537528574466705,0.9988235235214233,0.007233775686472654,7.812500371073838e-06,39,
0.9979411959648132,0.00631489884108305,0.9988235235214233,0.0072999936528503895,7.812500371073838e-06,40,
